filename,native_language,native_language_encoded,age,total_score,question_number,exam_score,answer,mistakes_tag,AG,AGA,AGD,AGN,AGQ,AGV,AS,CD,CE,CL,CN,CQ,DA,DD,DI,DJ,DN,DQ,DT,DV,DY,FA,FD,FJ,FN,FQ,FV,FY,IA,ID,IJ,IN,IQ,IV,IY,L,M,MA,MC,MD,MJ,MN,MP,MQ,MT,MV,MY,R,RA,RC,RD,RJ,RN,RP,RQ,RT,RV,RY,S,SA,SX,TV,U,UA,UC,UD,UJ,UN,UP,UQ,UT,UV,UY,W,X,unknown
0100_2000_6/doc821.xml,Spanish,5,26-30,30.0,1,4.1,"Helen Ryan
Competitor Organiser
Dear Helen,
I am writing to you in replay to the letter I have recently recived, to inform you about some details that I am concerned about. First of all I want you to know that I would prefer to travel in July due to the exam I will be taking in June and, afterwards, I will start my university studies in September which means lots of things to be sorted out.
Secondly, I prefer staying in log cabins because it is easyer for me to keep my personal belongings clean and tidy apart from the fact that I am terribly afraid of insects such as spiders and ants.
In your letter you settled the possibility to choose two activities and I would like to let you know that I would be pleased if I could join to basketball and climbing, as I am very good at both of them due to I've played in my secondary scholl as leader of my team and due to my long training periods in lifting weights.
Lastly, do I need to take with me any special staff of clothes? Do I need some money? and if it is so, how much?
I'm looking forward to hearing from you soon.
Yours sincerely","['MP', 'RN', 'S', 'M', 'IJ', 'MP', 'RV', 'MT', 'FV', 'RT', 'RC', 'TV', 'MN', 'S', 'RN', 'R', 'RN', 'UT', 'RN', 'U']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,4,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0100_2000_6/doc821.xml,Spanish,5,26-30,30.0,3,4.1,"Shopping is not always enjoyable
Suppose you go shopping with your girlfriend, that means that you will have to spend hours walking behind her from one shop to another and during the time that she is trying the items on, you have to bear with the odds faces of the other women looking at you as if you were an alien into their territory.
There is as well the struggle you have to endure when you find yourself into the crowds crambled in the small shops during the unique day-off you have to buy somthing you like. All this can easily leads to a nerve-collapse, particularly when you realise that your money has been stolen either during your difficult way across the crowds or while you were qeuing to pay. If this wasn't enough you strength and mental health can be completely destroyed when despite having been stolen, having spent hours walking around and being tired and hungry you finally buy something you really liked with your credit card and after having walked a few blocks you see the same item at half price in another shop.","['UY', 'RT', 'MP', 'MP', 'RT', 'MP', 'S', 'RJ', 'S', 'AGV', 'DN', 'RT', 'S', 'DD', 'MP', 'RV', 'MP', 'TV', 'MP', 'MP', 'MD']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0100_2000_6/doc825.xml,Greek,3,21-25,25.0,1,3.1,"Dear Madame,
I am writting this letter to informe you about the decisions I have made according to your questions.
First of all I would like to travel on July because I will I have finished my exams by the end of June. I will not be able to travel on August because I have found a job for that month.
Secondly I would prefer to be accommodate in log cabins. When I was a child I was affraid of all these little insects that they live in the ground and this fear still remain till now. I also think that the log cabin will be much more confortable than the tent.
asketball and swimming are the two activities I have chosen. I play basketball since I was twelve years old and I am member of the basketball school team for four years. In swimming I had won the first price of a local competition.
Finaly I would like to ask you for some further informations about the clothes and the money we will need.
Yours sincerely","['S', 'IV', 'S', 'RT', 'RT', 'UA', 'RT', 'RV', 'TV', 'MD', 'AGN', 'S', 'UA', 'AGV', 'UT', 'S', 'RP', 'S', 'TV', 'TV', 'MD', 'W', 'TV', 'RN', 'RT', 'DY', 'CN', 'RY']",0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,1,5,0,0,4,0,2,0,0,0,0,0,0,1,0,0,1,0,0
0100_2000_6/doc825.xml,Greek,3,21-25,25.0,4,3.1,"Dear Kim,
As you already know, last month I was helping at a pop concert. It was a very excited experience and I really enjoyed very much.
I didn't have to do something very difficult. I was only responsable for. But if anyone was been for some help I was always there.
The most exciting about this experience was to meet all these well-known people. I was shocked and terrified the firt time I saw them, but the truth is that they are men like us. They have a very simple life and when they weren't on the scene
If I have the opportunity next month I really want to go back. I will definitely apply for a place.
Love
Kelly.","['RJ', 'MA', 'RA', 'S', 'R', 'TV', 'UV', 'MN', 'FV', 'S', 'RN', 'TV', 'RN', 'MP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0100_2000_6/doc853.xml,German,2,21-25,35.0,1,5.1,"Dear Mrs Ryan
I would like to thank you for your letter you recently sent me concerning the competiton of two weeks at Camp California in the U.S.A.
This august I will start a new job so the only possible month for me to join in the Camp is July. I hope this will cause no problems.
I am glad that you offer for accommodation not only tents but also log cabins. Because I am a light sleeper and have problems with my back I prefer to sleep in a log cabin with a comfortable bed.
Although it was not easy to choose two activities from your list I decided to do Singing and Surfing. It is difficult to say how good I can sing but I really like it and I think I am not too bad. I never did Surfing in my life but I am a very good Snowboarder and this could be an advantage.
I hope I gave you all informations you need. There is something I like to know from you.
Should I bring some special clothes (surfing) with me? How much money do you think I have to change and is there a possible to get more (bank)?
I look forward to hearing from you soon.
Yours sincerely
Rosalinde Schulz","['S', 'RT', 'RP', 'UT', 'RP', 'UT', 'MT', 'MT', 'RP', 'DY', 'TV', 'RV', 'RP', 'RP', 'TV', 'MD', 'CN', 'MV', 'R']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,5,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0100_2000_6/doc853.xml,German,2,21-25,35.0,4,4.2,"Dear Kim
Last saturday evening I spent a wonderful time. The motor bike club of our town organized a pop concert. A girlfriend of a member of the club asked me if I would like to help at the information desk. I did not hesitate one moment.
The only thing I had to do was solving the different problems of the guests and just being there if they have any questions. Some people came from Germany some from Austria and some came from England or the U.S.A.
Talking English with the people from England or the U.S.A. was wonderful. They were all very kind and with some of them I spent the rest of the evening and also the following day.
That I reached but the most important thing for me was meeting people, having fun and using the English language. I will never forget this evening.
Love,
Rosalinde Schulz","['RP', 'RV', 'RP', 'RT', 'FV', 'RN', 'FV', 'TV', 'MP', 'W', 'RV']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc856.xml,German,2,16-20,36.0,1,5.3,"Dear Sirs!
First I want to thank you for all the congratulations, and I'll try to answer all your questions about for instance travel and accomodation. I have to tell you that for me it is only possible to go on holiday in July because my father is very ill and it is only possible for my sister to take care of him in July (because her small children are in summer school at this time. Another question was about the accommodation. I have to tell you that I'd prefer tents. For me tents are a kind of back to basic living and I like this very much. In my opinion people should become more familiar with the rules of nature.
I was very glad to read that it is possible to do activities at Camp California. I've chosen singing and swimming. Singing is one of my favourite activities and I know that I do it very well. I'm also used to sing in front of a large number of people 'couse I did it several times. I'm also good at swimming but I do not do it professional.
There are two further questions which I have to ask you. First How much money do I have to take with me? and what clothes should I choose? I'd be very happy if you could give me a call and answer this questions.
Yours sincerely","['RP', 'MP', 'MP', 'S', 'W', 'RD', 'MD', 'AGN', 'RP', 'FV', 'L', 'S', 'TV', 'DY', 'RP', 'RP', 'RV', 'AGD', 'RY']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc856.xml,German,2,16-20,36.0,4,5.3,"Dear Kim!
Today I have to tell you something really exciting and also very hard to believe. Last month I received a letter which told me that I've entered a competition. I was so happy and suprised that I first could not really believe it. But it was true. My price was the chance to meet a pop group and to help at the concert. The pop group which was going to act is called ""Metallica"" and I like their music very much ('cause in my opinion the music is a bit different from all the songs you usually listen to.) But now to the concert itself. It took place on the 10th of June in Salzburg. I started at 8 pm but I had to be there at 11 am. First I had to help with the catering which lasted until 2 pm. After this I met the band members and got to know them while we were having a good meal. The front man felt a bit sick and so he skipped the meal. I was so excited that I also was not able to eat anything. At 5 pm the band members disappeared again and I was responsible for some kind of guiding tour for the journalists. I had to show them the way to the interviewing room. It was a bit boring but more or less okay. At 7 p.m. the first group started. They were unknown and not very good but when I met them afterwards I recognised that they are very nice. At 8 pm Metallica started and I have to tell you, they did a great performance. When I met them after the concert they asked me questions like Did you like the performance! or How do you think about the first group? Questions like you and I usually ask each other. You know what I mean, they were not conceited or something like this. They were like any other person and I have to admit that I like them very much. This was one of the best and most exciting days in my life.
Hope you answer this letter as soon as possible.
Lots of hugs and kisses","['RV', 'TV', 'S', 'W', 'RN', 'RD', 'RV', 'RP', 'RA', 'MP', 'X', 'RJ', 'RV', 'TV', 'MP', 'RV', 'MP', 'RP', 'MP', 'R', 'MP', 'RP', 'RA', 'RA', 'UQ', 'L', 'AGN', 'RT']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,3,0,1,1,1,3,0,1,4,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0
0100_2000_6/doc857.xml,French,1,26-30,24.0,1,4.1,"Dear Helen Ryan
I have just received your letter, and thank you very much for your reply.
I am very happy to take part in the competition and I would like to give you all the information you need:
First of all, I am available to travel in July from 1st to 20th because my university will be closed during this month.
Secondly, if you don't mind, I would prefer to sleep in a tent. Although it is not very comfortable, I like camping very much.
Thirdly, I am very interested in swimming and also climbing. I took up climbing five years ago and I am very keen on. I am very good at swimming as well because I practise this sport every week in my city.
Finally, could you tell me what I need to dress and also how much money I will spend on.
I look forward to hearing from you.
Yours sincerely,","['MP', 'RD', 'MA', 'RV', 'UT', 'RP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0100_2000_6/doc857.xml,French,1,26-30,24.0,3,2.3,"I have asked to write a composition regarding the question it is believed that shopping is not always enjoyable.
In fact, to do shopping can be some disavantages for different reasons:
Firstly, you have to queue for a long time to get a free cabin and waste of time putting on some clothes and in the end they are not the right size. Secondly, it is easy to spend a lot of money in few minutes and as to buy all these clothes, which you don't really need.
Thirdly, some clothes can have some stains on and you haven't noticed this before buying, so you have to go back to the shop. However, it is not easy to get a refund or to change them.
In my opinion, doing shopping bring me a lot of satisfaction especially I am depressed, nevertheless it could be very dangerous for my wallet.","['MV', 'MP', 'RP', 'MP', 'UV', 'RV', 'S', 'RN', 'UT', 'RC', 'MD', 'W', 'UT', 'FV', 'RD', 'UP', 'MA', 'UV', 'RV', 'AGV', 'MC', 'RP']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,0,1,1,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,0,0
0100_2000_6/doc865.xml,French,1,,25.0,1,2.3,"Misses Helen Ryan,
First of all I would like to thank you for giving me the oportunity to travel. You asked me some questions about the day that suits me the best to depart, the accomodation I would like to have and so on.
Travelling in July, I have to say, would be perfect for me because I have got my birtday the 24th of this month and I wish I could spend my birtday as well as possible, so it means there.
I also would prefer to sleep into tents which are more comfortable and, because I have been doing lots of campings, I am quite used to this kind of accomodation.
The activities I have choosen both represent a pation for me. Painting and swimming are my way to spend a good time especially on holiday.
I may have a question for you to answer, please could you tell my how much money do I need to bring with me?
Yours sincerely","['MJ', 'S', 'S', 'S', 'R', 'S', 'RD', 'U', 'FV', 'S', 'R', 'RA', 'RT', 'MP', 'MP', 'CN', 'S', 'IV', 'S', 'AGN', 'RV', 'MP', 'UV', 'RP', 'DA']",0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,2,1,0,1,0,0,1,0,1,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0100_2000_6/doc865.xml,French,1,,25.0,3,3.2,"Shopping is not always enjoyable.
However it is not always enjoyable, people are shopping more and more, it is very fashionable. They do not always buy lots of things, but I think most of them do.
Even people who haven't got lots of money go shopping anyway. Is it enjoyable to walk around shops, looking at nice stuff, without having enough money to spend on it? Is it enjoyable to go shopping when it is rush time or when it is very hot in summer for instance?
Enjoying shopping isn't the reason for doing that. I think people either go shopping to change mind because they may have lots of problems or to meet other people, to feel they belong to a group of human being.","['RC', 'RP', 'ID', 'UY', 'L', 'RV', 'AGA', 'RN', 'MP', 'RD', 'RA', 'DV', 'AGN']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0100_2000_6/doc879.xml,French,1,16-20,25.0,1,3.1,"June, the 13th 2000
Dear Mrs Ryan,
You can guess how an enjoyable surprise receiving your letter was for me. I am glad to send you the items required.
First of all, I must precise that I can only leave during the month of July owing to the job I obtained for August. After considering your accomodation offers, I'd rather stay in a log cabin if possible. I hope you have no doubt about my taste for camping, however I admit I will appreciate a bit of comfort.
Moreover, I must recognize that the activities offered are really attractive so it's hard to make up my mind. On the one hand, I own a camera that I often use during leisure times. Even if the photograph made are modest work, I am really interested in this activity. Then, as low my level of basketball is, I have enjoyed playing this sport for fun for a long time. So it will be pleasant for me to practice this activity.
Your letter indicates that the pride includes that some costs are paid. Nevertheless I would like you to precise what I need for this travel.
Yours faithfully","['W', 'RN', 'DV', 'RD', 'RV', 'S', 'MP', 'R', 'RV', 'MD', 'FN', 'AGN', 'RV', 'MT', 'MN', 'MT', 'RV', 'DV', 'RN', 'RV', 'UA', 'U', 'DV', 'RY', 'RN', 'RY']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,1,0,3,0,0,0,5,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc879.xml,French,1,16-20,25.0,2,2.3,"What obviously appears about our daily life at school is that it is hard to sum up all the different aspects it includes. Therefore, the film will manage to be a success if it doesn't forget the main times that make our life.
To my mind, the class attending a lesson must be shown at first. It evoques the reason of our presence here and it is a;. A philosophy lesson seems quite appropriate in that the pupils take part in it.
Next, students during the pause in the yard should be filmed. It would not only emphasize the sharp contrast with the classroom atmosphear but also show how they are as young people. Students chatting, laughing, eating and even smoking must remain in the video.
Furthermore two moments could have a role. First of all, the arrive of every students,. Then, the opposite situation, that is to say the scene of this crowd disappearing at the end of the day can make a parallel.","['R', 'RN', 'UT', 'RV', 'S', 'RT', 'S', 'R', 'RN', 'RT', 'MA', 'MC', 'S', 'DN', 'AGN', 'R', 'RN', 'RV', 'RN']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0100_2000_6/doc881.xml,Spanish,5,<16,35.0,1,4.2,"Dear Helen Ryan,
I have happily received your reply letter and I want to thank you for this marvelous prize you have given me. Now to answer your questions, I can only travel in July because that's the only period of the year I can get out of working for more than two weeks. I would like a log cabin because I think you should give me a good accommodation and not just a tent to sleep in, with no electricity and entertainment. I would like to play basketball and tennis for you. I am a regular basketball player. Most of the time I play as a slammer and I do feel that I'm reasonably good in it. At tennis I'm the best player of my whole school and once, I got to the top 10 of my country in tennis.
I would like to ask you what type of clothes should I bring? Money, how much should I bring. Would $200 be enough? Well that's all for now and I hope to hear from you soon.
Yours sincerely
Basilio Romero","['UN', 'SA', 'RN', 'RV', 'R', 'RC', 'U', 'RT', 'R', 'RT', 'MP', 'RT', 'MP', 'UT', 'MN', 'W', 'W', 'RP']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,1,1,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0
0100_2000_6/doc881.xml,Spanish,5,<16,35.0,4,5.2,"Dear Kim,
How are you? I have just received your letter and let me tell you what you missed over here. You should have been here, it was amazing. The concert began at 8:00 p.m but my friends and I had to be there by 2:00 pm to help set up the stage. We started by putting up the lights. We had to climb up to 15m to put up those lights and afterwards the band didn't even use them. Well, we also had to carry all the instruments up to the stage and believe me, that was the hardest bit of all. They were extremely heavy and there were a lot of them on the bus. After helping to do that and many other things, my friends and I watched the concert and before Green day (the group) left, they came up to us an thanked us for all the hard work we did, and shoke our hands. I'll never wash my hands again. Well that's all the time I've got for you now. Hope to hear from you soon.
Basilio Romero","['RT', 'MP', 'IV', 'FN']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc887.xml,French,1,16-20,26.0,1,3.1,"Dear Madam
I am very happy to win this prize and I am going to give you some information from me that you need to make me have a good time at Camp California.
I would like to know only in July because I have set my holidays this month since last January.
I want if it is possible a log cabins like accommodation because I have been suffering from my back since my childhood, therefore I need a confortable accommodation.
I will be pleased to swim and paint when I am at the camp. I selected swimming because it is a cure against my backace and I have not practiced since I started my new job five years ago. I also choosed painting because I have never done before, I would like to learn and moreover I want to do a calm activity.
Otherwise, could you tell me approximately how much money I have to take for the food, please?
Yours sincerely.
Xavier Fournier","['W', 'RV', 'R', 'RV', 'RV', 'MV', 'MT', 'RD', 'W', 'AGN', 'R', 'RT', 'S', 'R', 'RT', 'S', 'RV', 'SA', 'MA', 'IV', 'MA', 'RP', 'RJ', 'UY', 'UD', 'RY']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,1,0,2,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
0100_2000_6/doc887.xml,French,1,16-20,26.0,3,3.2,"How many times have we heard people complaining about shopping? Sometimes, they are happy to do shopping. but why? shopping can be enjoyable but it is not always the case.
Shopping is enjoyable when you want to offer some thing to someone. you try to get a present to make receive happy.
Shopping is also good, when you know what you want. For example if you want a new track suit you know that you have to go to a sport shop but if you don't know what you want you are going to waste your time in the shops.
In the opposite, shopping can be disenjoyable.
Shopping is boring if you go with people too fussy. That is to say, they are never happy with what they get and see. They always find a problem.
Shopping is not enjoyable with people who just look around the shops. It is stupid, they do not have any goal. They waste their time.
To conclude, I agree with shopping is not always enjoyable. Even if I like to do shopping with some people and kind of shops I will kill myself because I waste my time.","['RV', 'RP', 'R', 'RA', 'RV', 'RP', 'R', 'MD', 'DN', 'UP', 'DJ', 'ID', 'DJ', 'M', 'RC', 'RP', 'R', 'RV', 'M', 'AGN', 'RC']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,1,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0100_2000_6/doc900.xml,French,1,21-25,31.0,1,4.2,"Dear Helen,
I've just seen your letter and I'm really delighted to have won the first prize in your competition.
I would like to travel in July because it's the only month I have two weeks holiday during the summer. I would prefer to be in log cabins because I feel insecure staying in tent. While I'll be at the Camp, I would like to play tennis and swimming. I've done it for many years and I want to do both once a day. I'm very good at swimming and my level is medium at tennis. If possible, could you let me know what I'll need for example which clothes I must take and how much I can expect to spend.
I'm excited to go on holliday there and thanks to you, I will realize a dream.
I look forward to hearing from you.
Yours sincerely","['MP', 'MD', 'AGN', 'RJ', 'MD', 'TV', 'RP', 'MV', 'AGA', 'M', 'RJ', 'MP', 'RQ', 'RP', 'MV', 'FV', 'S', 'MP', 'R']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,2,0,1,0,0,0,2,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc900.xml,French,1,21-25,31.0,4,4.1,"Dear Kim, I want to tell you about my good experience I had last month. I'd enjoyed helping at a pop concert and it has been fabulous. At first, I'd helped them to carry the material and we had fixed everything in the good order. They were so many pieces that we had spent a whole day to prepare the scene. At the end, we have had a beer and we talked together. I was astonished to see so friendly and funny they were and we got good friends. During the show, I was behind them and I could see the spectators shouting and jumping. It was unbelievable to realize that I'd worked with stars and that they were my friends. It is difficult to explain what I'd particularly liked about my experience because and I'd never thought that I could get on so well with a group of people which I'd known only for few days.
If possible, I would like introduce you to them, they are very nice guys.
Best wishes","['R', 'TV', 'TV', 'TV', 'RN', 'TV', 'RJ', 'RA', 'TV', 'FV', 'RN', 'TV', 'R', 'RV', 'CE', 'RV', 'TV', 'R', 'RA', 'MD', 'FV', 'RP']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,2,1,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0100_2000_6/doc918.xml,Spanish,5,26-30,35.0,1,5.2,"Dear miss Ryan,
With reference to your letter of 13th of June I would like to thank you for the prize your organisation is offering me.
I am pleased to provide you with the following information.
Since I am a student I have to follow the vacation programm of my school, which means that I would only be able to travel during the month of July.
I would be grateful if you could book a tent for me at Camp California because I am a nature lover and the idea of outdoor-sleeping really makes me happy. Concerning the activities, tennis is my favorit sport and I am very keen on it, for the second activity I would like to enroll surfing, because my husband, who is already a proficient, keeps telling me about the excitement of this sport, and I think it is worthwile trying, therefore I'd love to be in the beginners group.
I would like to know if you would be kind enough to send me some information on weather conditions for that period of time, the kind of currency I should take with as well as the vaccination requirements.
I am looking forward to hearing from you and thank you in advance for your help.
Yours faithfully
Abril Botella","['MD', 'S', 'W', 'ID', 'S', 'RP', 'SA', 'MT', 'MN', 'S', 'MP', 'RN', 'MA']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0100_2000_6/doc918.xml,Spanish,5,26-30,35.0,2,4.2,"Benoni's school is a recognised school for tourism located in the heart of Brussels, Belgium. It offers a wide choice of courses from cooking, computer, make up, languages, geographie to culture and civilization. Students start their day at the Gym, where they learn the importance of being fit, that is way I suggest to film this activity. Once students have taken a shower after a hard physical training they come to real life, depending on their levels they have to study languages wich I personally find very important for a person working in the tourism field because these enables stuff to communicate with clients in a proper way, students have to manage to speak at least three languages. Another important lesson to film is ""culture and civilization, therefore people will know that the hostessess prepered at this school are not only, as French say, ""pot-au-fleurs"", beautiful faces to show off but also well read persons. Last but not less important is the class called ""know-how"" wich shows students how to cope with unspected problems even if they are in stress. I would also take an outdoor lesson ""training"". The school works together with known companies of the branch as Mariot hotel, Air France Princess cruise among others in order to provide students with high qualified training.","['RN', 'MP', 'S', 'MP', 'SX', 'FV', 'UD', 'RV', 'RP', 'M', 'MP', 'R', 'S', 'RN', 'RA', 'AGV', 'RN', 'RP', 'MP', 'RC', 'RN', 'RV', 'S', 'RY', 'MD', 'UV', 'MP', 'MP', 'L', 'ID', 'MP', 'S', 'IV', 'UT', 'DJ', 'RV', 'MP', 'R', 'MP', 'MD', 'MP', 'MP', 'MP', 'MP', 'RJ']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,2,0,0,13,0,0,0,0,2,1,1,0,1,4,2,0,0,3,1,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0100_2000_6/doc932.xml,Portuguese,4,<16,33.0,1,4.1,"Hello,
I'm so glad I won this prize, but I have some questions for you, and of course, the answers you asked me.
Well, at first, I would like to travel only in July, because it's my holidays here in Portugal. And if it's possible I would like to go after day 10th, because I've got some things to do.
And for me, I think tents would be better, I don't know why but, I feel more comfortable. I think it's because the last time I travelled (with my friends), we stayed at log cabins, and when I was sleeping felt some thing moving in my skin, then I work up frightened and when I openned my eyes, I saw lots of big ants! After that day, I've never stayed at a log cabin. Yeah, I think that's why!
About activities, I enjoy most painting, because I am a since I was nine and I've won lots of prizes with my art. And the other activity is singing. Everybody says I have an excellent voice, I like to sing when I painting too, it's so relaxing. Is that enough?
I would like to ask what kind of clothe I probably will use there? And how much clothe? A lot, or few? And what about money? Will I spend much? If you could tell me about this, I'll be glad!
Greatefully
Teresa J. Pereira","['RN', 'MT', 'RY', 'FN', 'R', 'MD', 'AGN', 'RP', 'UP', 'RT', 'MA', 'RP', 'RT', 'RV', 'IV', 'RT', 'W', 'TV', 'RN', 'RP', 'TV', 'RP', 'IN', 'R', 'RV', 'DN', 'MD', 'RQ', 'S']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,2,4,1,3,2,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
